avg_running_balance_past30d,bank_risk,rb_at_deposit,completed_past30d_vs_current_amount_score,past30d_returned_ach,card_txn_count_past30d,returned_past30d_avg_ach_amount,stddev_running_balance_past30d,ach_c_avg_past30d,od_count_past30d,ach_c_count_past10by30d,amount,ach_c_median_past30d,card_txn_avg_past30d,past30d_avg_ach_amount,debit_txn_count_past10by30d,ach_c_std_past30d,card_txn_median_past10by30d,card_txn_median_past30d,ach_c_median_past10by30d,debit_by_credit_past_30d,rejected_past30d_avg_ach_amount,ein_ssn
,1,,,0,0,0.0,,,,,1250.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,250.0,,,0.0,,,,,,0.0,0.0,0.0
100.0,1,100.0,0.2475247524752475,0,0,0.0,0.0,100.0,0.0,,25.0,100.0,0.0,100.0,,,,,,0.0,0.0,0.0
,3,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,0.5,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,500.0,,,0.0,,,,,,0.0,0.0,1.0
50.0,3,0.0,,1,0,50.0,,50.0,0.0,1.0,50.0,50.0,0.0,50.0,0.0,,,,1.0,0.0,0.0,0.0
1000.0,1,764.02,0.999000999000999,0,0,0.0,,1000.0,0.0,1.0,1000.0,1000.0,0.0,1000.0,0.0,,,,1.0,0.0,0.0,0.0
39.5,3,50.0,0.7692307692307693,0,0,0.0,14.680814547887788,25.0,0.0,,20.0,25.0,0.0,25.0,,7.071067811865476,,,,0.0,0.0,0.0
266.1347826086957,3,253.35,1.9047619047619049,0,1,0.0,113.81778043991532,95.0,0.0,0.0,240.0,200.0,13.13,125.0,1.0,94.64847243000456,1.0,65.65,,0.666666,0.0,0.0
,1,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,1.0
250.0,1,250.0,4.9800796812749,0,0,0.0,0.0,250.0,0.0,1.0,1250.0,250.0,0.0,250.0,0.0,,,,1.0,0.0,0.0,0.0
,3,,,0,0,0.0,,,,,28.0,,,0.0,,,,,,0.0,0.0,0.0
60.0,1,60.0,0.1639344262295081,0,0,0.0,,15.1,0.0,1.0,10.0,0.22,0.0,60.0,1.0,34.5255518903512,,,1.0,0.333333,0.0,0.0
,1,,,0,0,0.0,,,,,250.0,,,0.0,,,,,,0.0,0.0,0.0
600.0,1,1179.57,0.9983361064891848,0,0,0.0,,600.0,0.0,1.0,600.0,600.0,0.0,600.0,0.0,,,,1.0,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
,3,9.75,,0,0,0.0,,,,,6.0,,,0.0,,,,,,0.0,0.0,0.0
,3,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
,0,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
2.3366666666666664,1,2.24,,0,0,0.0,0.1674315780649944,0.002,0.0,1.0,5.0,0.01,0.0,0.0,1.0,,,,1.0,1.5,0.0,0.0
,1,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,130.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,250.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,630.0,,,1250.0,,,,,,0.0,1250.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,250.0,,,0.0,,,,,,0.0,0.0,0.0
97.0,3,97.0,,1,0,200.0,,100.0,0.0,1.0,150.0,200.0,0.0,200.0,1.0,,,,1.0,1.0,0.0,0.0
0.0,1,0.0,,0,0,0.0,0.0,0.1133333333333333,0.0,1.0,1250.0,0.17,0.0,0.0,1.0,0.0424264068711928,,,1.0,0.5,0.0,0.0
1000.0,1,1000.0,0.999000999000999,0,0,0.0,0.0,1000.0,0.0,1.0,1000.0,1000.0,0.0,1083.3333333333333,0.0,,,,1.0,0.0,1125.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
90.45,1,90.45,,0,0,0.0,,0.0,0.0,0.0,50.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
45.56,1,71.75,0.3091787439613526,0,0,0.0,15.04460036026215,14.35,0.0,0.2,4.0,11.0,0.0,11.9375,0.0,6.081734949831339,,,2.1818181818181817,0.0,0.0,1.0
250.0,1,250.0,2.3904382470119523,0,0,0.0,,250.0,0.0,1.0,600.0,250.0,0.0,250.0,0.0,,,,1.0,0.0,0.0,0.0
17.666666666666668,1,0.0,0.411946446961895,0,0,0.0,37.57138798876478,138.57142857142858,0.0,1.0,400.0,970.0,0.0,970.0,0.25,,,,1.0,1.333333,0.0,0.0
,3,,,0,0,0.0,,,,,5.0,,,0.0,,,,,,0.0,0.0,0.0
502.04761904761904,1,887.0,0.6029082774049217,0,0,0.0,227.00539116736329,104.87625,0.0,0.285714,77.0,164.0,0.0,126.71428571428572,0.0,98.87573015804088,,,0.6402439024390244,0.142857,0.0,0.0
100.0,1,100.0,4.950495049504951,0,0,0.0,0.0,100.0,0.0,1.0,500.0,100.0,0.0,100.0,0.0,,,,1.0,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,200.0,,,0.0,,,,,,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,0,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
502.04761904761904,1,887.0,0.4697986577181208,0,0,0.0,227.00539116736329,104.87625,0.0,0.285714,60.0,164.0,0.0,126.71428571428572,0.0,98.87573015804088,,,0.6402439024390244,0.142857,0.0,0.0
3281.25,2,5000.0,0.9992006394884092,0,0,0.0,1145.1567266411305,1250.0,0.0,1.0,1250.0,1250.0,0.0,1250.0,0.0,0.0,,,1.0,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,1.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,12.376237623762377,0,0,0.0,,,,,1250.0,,,100.0,,,,,,0.0,0.0,0.0
